,Rank,Total Assets,Bank Name
2598,2598,"$277,214,000",Bank of Ripley
2599,2599,"$277,103,000",First Colony Bank of Florida
2600,2600,"$276,765,000",Marblehead Bank
2601,2601,"$276,382,000",The Bank of Carbondale
2602,2602,"$276,178,000","Roxboro Savings Bank, SSB"
2603,2603,"$275,927,000",Citizens Bank and Trust Company of Ardmore
2604,2604,"$275,880,000",Community Bank of Parkersburg
2605,2605,"$275,790,000",Bank of Rantoul
2606,2606,"$275,784,000",Charlevoix State Bank
2607,2607,"$275,703,000",Hometown Bank of Pennsylvania
2608,2608,"$275,623,000",Reliance State Bank
2609,2609,"$275,499,000",State Bank of Toulon
2610,2610,"$275,456,000",First Minnetonka City Bank
2611,2611,"$274,736,000",McHenry Savings Bank
2612,2612,"$274,709,000",Upper Peninsula State Bank
2613,2613,"$274,465,000",Citizens State Bank of Roseau
2614,2614,"$274,463,000",Guaranty Bank and Trust Company
2615,2615,"$274,447,000",Copiah Bank
2616,2616,"$273,877,000",Crown Bank
2617,2617,"$273,866,000",Mechanics Bank
2618,2618,"$273,344,000",First National Bank of Lake Jackson
2619,2619,"$273,285,000",Commercial National Bank of Texarkana
2620,2620,"$273,282,000",Community Valley Bank
2621,2621,"$273,270,000",Citizens First Bank
2622,2622,"$273,260,000",Eaglemark Savings Bank
2623,2623,"$273,258,000",The First National Bank of Russell Springs
2624,2624,"$273,177,000",Gateway Bank
2625,2625,"$273,101,000",The Bank of Denver
2626,2626,"$273,073,000",American Community Bank of Indiana
2627,2627,"$272,921,000",Security Federal Savings Bank of McMinnville
2628,2628,"$272,746,000",Pioneer Bank
2629,2629,"$272,715,000",The First National Bank of Henning
2630,2630,"$272,577,000",First Pryority Bank
2631,2631,"$272,488,000",LincolnWay Community Bank
2632,2632,"$272,134,000",Pony Express Bank
2633,2633,"$272,052,000",The Bank of Fincastle
2634,2634,"$271,987,000",Citizens Bank of Ada
2635,2635,"$271,680,000",Community State Bank
2636,2636,"$271,269,000",Huron Community Bank
2637,2637,"$270,907,000",Citizens Bank
2638,2638,"$270,771,000",Grant County Bank
2639,2639,"$270,688,000",Bank of York
2640,2640,"$270,010,000",First Federal Bank of Ohio
2641,2641,"$269,315,000",Kearney Trust Company
2642,2642,"$269,109,000",Bank of the Lowcountry
2643,2643,"$269,060,000",The Bank of Clovis
2644,2644,"$268,974,000",Meade County Bank
2645,2645,"$268,734,000",First State Bank
2646,2646,"$268,637,000",Austin County State Bank
2647,2647,"$268,620,000",Citizens State Bank of Loyal
2648,2648,"$268,335,000",CedarStone Bank
2649,2649,"$268,027,000",The First National Bank in Amboy
2650,2650,"$267,990,000",Mutual Savings Association
2651,2651,"$267,942,000",Hatch Bank
2652,2652,"$267,887,000",State Bank of Graymont
2653,2653,"$267,871,000","Citizens Deposit Bank of Arlington, Inc."
2654,2654,"$267,688,000",Community Bank and Trust Company
2655,2655,"$267,493,000",The Riddell National Bank
2656,2656,"$267,349,000",Park State Bank
2657,2657,"$267,336,000",FortuneBank
2658,2658,"$267,289,000",The First National Bank of Stanton
2659,2659,"$267,255,000",First Whitney Bank and Trust
2660,2660,"$267,238,000",United Southern Bank
2661,2661,"$267,198,000",Uinta Bank
2662,2662,"$267,177,000",Bank of Coushatta
2663,2663,"$267,046,000",United National Bank
2664,2664,"$267,039,000",Security State Bank
2665,2665,"$266,977,000",The First National Bank of Milaca
2666,2666,"$266,764,000","Cumberland Security Bank, Inc."
2667,2667,"$266,749,000",First State Bank
2668,2668,"$266,570,000",Henderson State Bank
2669,2669,"$266,375,000",The Harrison Building and Loan Association
2670,2670,"$266,338,000",Bank of Little Rock
2671,2671,"$266,238,000",First State Bank of DeKalb County
2672,2672,"$266,181,000",Winnsboro State Bank & Trust Company
2673,2673,"$266,176,000",BankChampaign
2674,2674,"$266,112,000",Premier Bank Rochester
2675,2675,"$265,571,000",The First National Bank of Bangor
2676,2676,"$265,496,000",Sawyer Savings Bank
2677,2677,"$265,323,000",First National Bank of Giddings
2678,2678,"$265,249,000",Washington Savings Bank
2679,2679,"$265,129,000",Commercial Bank
2680,2680,"$265,117,000",CapTex Bank
2681,2681,"$265,109,000",Tompkins State Bank
2682,2682,"$264,647,000",The Plains State Bank
2683,2683,"$264,581,000",Triad Business Bank
2684,2684,"$264,377,000",First American State Bank
2685,2685,"$263,899,000",Bank of Lake Mills
2686,2686,"$263,844,000",First National Bank and Trust
2687,2687,"$263,789,000",Citizens First Bank
2688,2688,"$263,722,000",Volunteer Federal Savings Bank
2689,2689,"$263,549,000",Shell Lake State Bank
2690,2690,"$263,500,000",The Peshtigo National Bank
2691,2691,"$263,127,000",The Home Trust & Savings Bank
2692,2692,"$262,527,000",Citizens Savings Bank
2693,2693,"$262,373,000",First Bethany Bank & Trust
2694,2694,"$262,347,000",Gulf Capital Bank
2695,2695,"$262,026,000",Citizens National Bank at Brownwood
2696,2696,"$261,995,000",COMMUNITY FIRST BANK OF THE HEARTLAND
2697,2697,"$261,956,000",American State Bank
2698,2698,"$261,725,000",AB&T
2699,2699,"$261,334,000",Alden State Bank
2700,2700,"$260,941,000",First Kansas Bank
2701,2701,"$260,817,000",KEB Hana Bank USA
2702,2702,"$260,812,000",Rivers Edge Bank
2703,2703,"$260,775,000",Tower Community Bank
2704,2704,"$260,718,000",Wyoming Bank & Trust
2705,2705,"$260,518,000",Profile Bank
2706,2706,"$260,384,000",Citizens Bank and Trust Company of Grainger County
2707,2707,"$260,279,000",Union Bank & Trust Company
2708,2708,"$260,235,000",Western Bank
2709,2709,"$259,650,000",1st National Bank
2710,2710,"$259,502,000",The Union Bank
2711,2711,"$259,156,000",Peoples State Bank
2712,2712,"$258,921,000",First State Bank
2713,2713,"$258,844,000",HomeBank Texas
2714,2714,"$258,552,000",Buena Vista National Bank
2715,2715,"$258,355,000",Northwestern Bank
2716,2716,"$257,960,000",The Anna -Jonesboro National Bank
2717,2717,"$257,797,000",Ozarks Federal Savings and Loan Association
2718,2718,"$257,564,000",The First National Bank of Gordon
2719,2719,"$257,506,000",Farmers State Bank
2720,2720,"$257,232,000","1st Trust Bank, Inc."
2721,2721,"$256,997,000",Peoples Bank & Trust Company of Hazard
2722,2722,"$256,806,000",Putnam County State Bank
2723,2723,"$256,516,000",The Peoples Bank
2724,2724,"$256,473,000",First National Bank of South Carolina
2725,2725,"$256,410,000",Frontier Bank
2726,2726,"$256,137,000",The First National Bank in Trinidad
2727,2727,"$256,115,000",Union State Bank
2728,2728,"$256,057,000",First State Bank
2729,2729,"$255,893,000",Hyperion Bank
2730,2730,"$255,592,000",Farmers Bank
2731,2731,"$255,442,000",Farmers & Merchants Bank
2732,2732,"$255,160,000",Pacific Crest Savings Bank
2733,2733,"$255,025,000",Community First Banking Company
2734,2734,"$254,517,000",Community National Bank
2735,2735,"$254,237,000",Farmers & Merchants Bank & Trust
2736,2736,"$254,234,000",Security State Bank
2737,2737,"$254,127,000",Buckeye State Bank
2738,2738,"$254,000,000",Center National Bank
2739,2739,"$253,879,000",Holcomb Bank
2740,2740,"$253,855,000",Piermont Bank
2741,2741,"$253,452,000",Commerce Bank
2742,2742,"$253,336,000",Ohio State Bank
2743,2743,"$253,304,000",Kentucky Farmers Bank Corporation
2744,2744,"$253,222,000",United Community Bank
2745,2745,"$253,212,000",Community Bank
2746,2746,"$253,002,000",The Citizens First National Bank of Storm Lake
2747,2747,"$252,882,000",Desjardins Bank
2748,2748,"$252,873,000",First State Bank of Forrest
2749,2749,"$252,642,000",First National Bank of Picayune
2750,2750,"$252,421,000",New Valley Bank & Trust
2751,2751,"$252,416,000",TCM Bank
2752,2752,"$252,376,000",OptimumBank
2753,2753,"$252,331,000",Hoosier Heartland State Bank
2754,2754,"$252,281,000",O'Bannon Banking Company
2755,2755,"$252,109,000",Community Bank Delaware
2756,2756,"$251,877,000",Iowa State Savings Bank
2757,2757,"$251,616,000",Somerville Bank
2758,2758,"$251,498,000","Interamerican Bank, A FSB"
2759,2759,"$251,492,000",State Bank of Cochran
2760,2760,"$251,367,000",Alpine Capital Bank
2761,2761,"$251,283,000",VISIONBank
2762,2762,"$251,229,000",Town & Country Bank
2763,2763,"$251,228,000",Great Oaks Bank
2764,2764,"$251,219,000",THE HOME LOAN SAVINGS BANK
2765,2765,"$250,914,000",First National Bank of North Arkansas
2766,2766,"$250,719,000",Iowa Savings Bank
2767,2767,"$250,570,000",Newport Federal Bank
2768,2768,"$250,371,000",The National Bank of Andrews
2769,2769,"$249,999,000",The Pennsville National Bank
2770,2770,"$249,885,000",The Farmers State Bank and Trust Company
2771,2771,"$249,478,000",Peoples Bank
2772,2772,"$249,165,000","Morgantown Bank & Trust Company, Incorporated"
2773,2773,"$248,646,000",Laona State Bank
2774,2774,"$248,482,000",The Citizens State Bank
2775,2775,"$248,248,000",Flanagan State Bank
2776,2776,"$247,993,000",Commercial Bank & Trust Company
2777,2777,"$247,833,000",Three Rivers Bank of Montana
2778,2778,"$247,729,000",Monterey County Bank
2779,2779,"$247,533,000",Security National Bank of South Dakota
2780,2780,"$247,359,000",First New Mexico Bank
2781,2781,"$247,199,000",The First National Bank in Carlyle
2782,2782,"$247,068,000",Great American Bank
2783,2783,"$247,012,000",The Kearny County Bank
2784,2784,"$246,977,000",Central Bank of Audrain County
2785,2784,"$246,977,000",First National Bank of Steeleville
2786,2786,"$246,614,000",Hometown Bank
2787,2787,"$246,530,000",First Security Bank - Sleepy Eye
2788,2788,"$246,485,000",Northwest Bank & Trust Company
2789,2789,"$246,450,000",Crawford County Trust and Savings Bank
2790,2790,"$246,428,000",American Community Bank
2791,2791,"$246,165,000",Castle Rock Bank
2792,2792,"$246,115,000","Gilmer National Bank, Gilmer, Texas"
2793,2793,"$246,054,000",First State Bank
2794,2794,"$246,011,000",The First National Bank and Trust Company of Broken Arrow
2795,2795,"$245,980,000","Petefish, Skiles & Co."
2796,2796,"$245,844,000",First Federal Savings Bank of Kentucky
2797,2797,"$245,772,000",The Farmers State Bank of Waupaca
2798,2798,"$245,713,000",Partners Bank of Wisconsin
2799,2799,"$245,506,000",VIKING BANK
2800,2800,"$245,342,000",Security State Bank
2801,2801,"$244,981,000",Phenix-Girard Bank
2802,2802,"$244,894,000","FNB Bank, Inc."
2803,2803,"$244,893,000",Bank of Edmonson County
2804,2804,"$244,760,000","Mid-Southern Savings Bank, FSB"
2805,2805,"$244,601,000",Cherokee State Bank
2806,2806,"$244,582,000",First National Bank of Pasco
2807,2807,"$244,551,000",The Bank of Brodhead
2808,2808,"$244,454,000",Millennium Bank
2809,2809,"$244,426,000",The Bippus State Bank
2810,2810,"$244,028,000",Community State Bank
2811,2811,"$243,965,000",First National Bank of Pana
2812,2812,"$243,635,000",Anchor D Bank
2813,2813,"$243,546,000",Community First Bank
2814,2813,"$243,546,000",FMS Bank
2815,2815,"$243,318,000",Paramount Bank
2816,2816,"$243,133,000",Nekoosa Port Edwards State Bank
2817,2817,"$242,912,000",Logansport Savings Bank
2818,2818,"$242,413,000",Arrowhead Bank
2819,2819,"$241,956,000",First Southern Bank
2820,2820,"$241,895,000",Minnesota National Bank
2821,2821,"$241,763,000",Security Bank
2822,2822,"$241,619,000",SSB Bank
2823,2823,"$241,597,000",Horatio State Bank
2824,2824,"$241,282,000",Wolf River Community Bank
2825,2825,"$241,181,000",First Federal Savings and Loan Association
2826,2826,"$241,178,000",Community Bank
2827,2827,"$241,160,000",NXT Bank
2828,2828,"$241,143,000",Bank of DeSoto
2829,2829,"$241,062,000",NSB Bank
2830,2830,"$241,012,000",ETHIC
2831,2831,"$240,752,000",CLB The Community Bank
2832,2832,"$240,747,000",Cincinnati Federal
2833,2833,"$240,739,000",United State Bank
2834,2834,"$240,737,000",Cornerstone Community Bank
2835,2835,"$240,720,000",First Southern Bank
2836,2836,"$240,654,000",Madison Valley Bank
2837,2837,"$240,391,000","Eclipse Bank, Inc."
2838,2838,"$240,181,000",Bridge City State Bank
2839,2839,"$239,977,000",North Shore Trust and Savings
2840,2840,"$239,758,000",Security Savings Bank
2841,2841,"$239,713,000",First Pioneer National Bank
2842,2842,"$239,625,000",Chesapeake Bank of Maryland
2843,2843,"$239,071,000",Llano National Bank
2844,2844,"$238,874,000",The City National Bank of Taylor
2845,2845,"$238,754,000","Citizens State Bank and Trust Co., Ellsworth, Kansas"
2846,2846,"$238,563,000",First National Bank
2847,2847,"$238,484,000",The Farmers and Merchants National Bank of Nashville
2848,2848,"$238,311,000",Pinnacle Bank
2849,2849,"$238,196,000",EASTERN CONNECTICUT SAVINGS BANK
2850,2850,"$238,056,000",Cheaha Bank
2851,2851,"$237,746,000",Savings Bank
2852,2852,"$237,578,000",First Bank of Ohio
2853,2853,"$237,359,000",The First National Bank at Paris
2854,2854,"$237,270,000",First National Bank of Burleson
2855,2855,"$237,207,000",First & Peoples Bank and Trust Company
2856,2856,"$237,044,000",The First Bank of Baldwin
2857,2857,"$236,782,000",The Commercial Bank
2858,2858,"$236,705,000",St Landry Homestead Federal Savings Bank
2859,2859,"$236,604,000",Douglas National Bank
2860,2860,"$236,598,000",Main Bank
2861,2861,"$236,386,000",Bank of Okolona
2862,2862,"$236,319,000",Rabun County Bank
2863,2863,"$236,105,000","Security Bank, s.b."
2864,2864,"$236,055,000",Pioneer Bank
2865,2865,"$235,607,000",Longview Bank
2866,2866,"$235,546,000",Goppert State Service Bank
2867,2867,"$235,207,000",The Bank of Forest
2868,2868,"$235,197,000",RiverHills Bank
2869,2869,"$235,038,000",Citizens Guaranty Bank
2870,2870,"$234,707,000",Western Bank
2871,2871,"$234,618,000",Manhattan Bank
2872,2872,"$234,603,000",Altamaha Bank & Trust Company
2873,2873,"$234,599,000",Commercial Capital Bank
2874,2874,"$234,467,000","Hometown Bank of Corbin, Inc."
2875,2875,"$234,436,000",Castroville State Bank
2876,2876,"$234,142,000",National Bank & Trust
2877,2877,"$234,137,000",Central Bank of Moberly
2878,2878,"$233,862,000",Community Partners Savings Bank
2879,2879,"$233,597,000",Edgewater Bank
2880,2880,"$233,572,000",Coffee County Bank
2881,2881,"$233,412,000",Bank of Jamestown
2882,2882,"$233,200,000",The First National Bank of Ballinger
2883,2883,"$232,921,000",Union Bank
2884,2884,"$232,904,000",First State Bank of Texas
2885,2885,"$232,868,000",United Bank
2886,2886,"$232,140,000",Intercity State Bank
2887,2887,"$232,066,000",Commercial Savings Bank
2888,2888,"$231,960,000",First National Bank in Taylorville
2889,2889,"$231,841,000",Banner Capital Bank
2890,2890,"$231,832,000",Peoples Bank
2891,2890,"$231,832,000",Texana Bank
2892,2892,"$231,706,000",FNB Bank
2893,2893,"$231,443,000",Community Bank of the South
2894,2894,"$231,076,000",FNB Bank
2895,2895,"$230,677,000",The First State Bank
2896,2896,"$230,631,000",First Peoples Bank
2897,2897,"$230,616,000",American Bank & Trust Company
2898,2898,"$229,679,000",First Federal Community Bank of Bucyrus
2899,2899,"$229,418,000",Metropolitan Capital Bank & Trust
2900,2900,"$229,381,000",Lee County Bank
2901,2901,"$228,829,000",Tri-County Bank & Trust Company
2902,2902,"$228,718,000",Cornerstone Bank
2903,2903,"$228,697,000",Leighton State Bank
2904,2904,"$228,325,000",West Union Bank
2905,2905,"$228,305,000",Citizens Bank & Trust Company
2906,2906,"$228,288,000",First Farmers State Bank
2907,2907,"$228,223,000",The First National Bank of Pandora
2908,2908,"$228,138,000",First Bank & Trust Company
2909,2909,"$227,994,000","Durden Banking Company, Incorporated"
2910,2910,"$227,981,000","Grasshopper Bank, N.A."
2911,2911,"$227,833,000",Valley Bank of Nevada
2912,2912,"$227,274,000",Capital Bank and Trust Company
2913,2913,"$227,268,000",City Bank & Trust Co.
2914,2914,"$226,865,000",First Trust and Savings Bank
2915,2915,"$226,685,000",Seneca Savings
2916,2916,"$226,618,000",Grant County State Bank
2917,2917,"$226,509,000",Farmers Savings Bank
2918,2918,"$226,338,000",Raritan State Bank
2919,2919,"$226,255,000",Freedom Financial Bank
2920,2920,"$225,800,000",RNB STATE BANK
2921,2921,"$225,395,000",DeWitt Bank & Trust Co.
2922,2922,"$225,148,000",Pine Country Bank
2923,2923,"$225,109,000",Bath State Bank
2924,2924,"$225,088,000",Jim Thorpe Neighborhood Bank
2925,2925,"$224,736,000",First Federal Savings Bank of Champaign Urbana
2926,2926,"$224,665,000",Buckeye Community Bank
2927,2927,"$224,552,000",Spring Hill State Bank
2928,2928,"$224,531,000",YNB
2929,2929,"$224,524,000",Iowa Trust and Savings Bank
2930,2930,"$224,470,000",Sundance State Bank
2931,2931,"$224,409,000",Heritage Bank of the Ozarks
2932,2932,"$224,349,000",Cornerstone State Bank
2933,2933,"$224,315,000",Success Bank
2934,2934,"$224,261,000",The Farmers State Bank of Westmoreland
2935,2935,"$224,218,000",Greenville Federal
2936,2936,"$224,155,000",Flatwater Bank
2937,2937,"$223,965,000",Peoples Trust and Savings Bank
2938,2938,"$223,941,000",First Bank of Manhattan
2939,2939,"$223,896,000",Mutual Savings Bank
2940,2940,"$223,770,000",The Bank of Jackson
2941,2941,"$223,673,000",LCA Bank Corporation
2942,2942,"$223,672,000",First National Bank of Decatur County
2943,2943,"$223,605,000",First Financial Bank
2944,2944,"$223,521,000",West Central Bank
2945,2945,"$223,317,000",Lamar Bank and Trust Company
2946,2946,"$223,172,000",Guadalupe Bank
2947,2947,"$222,953,000",Community Banking Company of Fitzgerald
2948,2948,"$222,810,000",Bank of Alapaha
2949,2949,"$222,809,000",Blue Grass Savings Bank
2950,2950,"$222,441,000",Century Bank of the Ozarks
2951,2951,"$222,365,000",The Farmers State Bank
2952,2952,"$222,253,000",Farmers & Merchants Bank
2953,2953,"$222,116,000",The National Iron Bank
2954,2954,"$221,787,000",VCC Bank
2955,2955,"$221,737,000",The Upstate National Bank
2956,2956,"$221,601,000",Bank of Kilmichael
2957,2957,"$221,578,000",The Citizens Bank of Weston
2958,2958,"$221,001,000",The Peoples Bank
2959,2959,"$220,951,000",First State Bank of Wyoming
2960,2960,"$220,666,000",Goppert Financial Bank
2961,2961,"$220,657,000",Farmers and Merchants State Bank
2962,2962,"$220,650,000",Spring Valley City Bank
2963,2963,"$220,600,000",FirstOak Bank
2964,2964,"$220,554,000",Farmers and Merchants Bank
2965,2965,"$220,457,000",Mission National Bank
2966,2966,"$220,319,000",Security First Bank of North Dakota
2967,2967,"$220,297,000",Bank of Brookhaven
2968,2968,"$220,261,000",Longview Bank and Trust
2969,2969,"$220,048,000",First Federal Savings and Loan Association of Valdosta
2970,2970,"$219,989,000",Union State Bank of Hazen
2971,2971,"$219,919,000",The First National Bank of Dryden
2972,2972,"$219,917,000",VisionBank
2973,2973,"$219,702,000",BANKWEST
2974,2974,"$219,685,000",The Geo. D. Warthen Bank
2975,2975,"$219,586,000",The Fort Jennings State Bank
2976,2976,"$219,035,000",The Yoakum National Bank
2977,2977,"$219,005,000",Oklahoma State Bank
2978,2978,"$218,978,000",Waycross Bank & Trust
2979,2979,"$218,824,000",Farmers Savings Bank & Trust
2980,2980,"$218,634,000",Taylor County Bank
2981,2981,"$218,608,000",First Federal Savings and Loan Association of San Rafael
2982,2982,"$218,587,000",Pearland State Bank
2983,2983,"$218,532,000",SJN Bank of Kansas
2984,2984,"$218,492,000",Citizens Bank
2985,2985,"$218,365,000","Cypress Bank, SSB"
2986,2986,"$218,338,000",BankStar Financial
2987,2987,"$218,285,000",NorthStar Bank
2988,2988,"$218,108,000",Sandhills Bank
2989,2989,"$217,867,000",Auburn State Bank
2990,2990,"$217,837,000",Republic Bank of Arizona
2991,2991,"$217,737,000",First Farmers & Merchants National Bank
2992,2992,"$217,707,000",First Heritage Bank
2993,2993,"$217,658,000",The First National Bank of Sterling City
2994,2994,"$217,284,000",Paper City Savings Association
2995,2995,"$217,234,000",Community First Bank
2996,2996,"$217,057,000",The Fidelity State Bank and Trust Company
2997,2997,"$216,844,000",The Bank of Vernon
2998,2998,"$216,813,000",North Valley Bank
2999,2999,"$216,570,000",Ipava State Bank
3000,3000,"$216,166,000",Houghton State Bank
3001,3001,"$216,084,000",Bank of the Panhandle
3002,3002,"$215,948,000",Kaw Valley State Bank and Trust Company
3003,3003,"$215,895,000",Bank of Grand Lake
3004,3004,"$215,852,000",Marathon Bank
3005,3005,"$215,763,000",First State Bank Shannon-Polo
3006,3006,"$215,735,000",Wadena State Bank
3007,3007,"$215,711,000",The Citizens National Bank
3008,3008,"$215,592,000",State Bank & Trust Co.
3009,3009,"$215,440,000",American Pride Bank
3010,3010,"$215,365,000",Farmers State Bank
3011,3011,"$215,334,000",First Texoma National Bank
3012,3012,"$214,784,000",The Citizens Bank of Fayette
3013,3013,"$214,749,000",Bank of Abbeville & Trust Company
3014,3014,"$214,496,000",Global Bank
3015,3015,"$214,470,000",Crews Bank & Trust
3016,3016,"$214,378,000",Vidalia Federal Savings Bank
3017,3017,"$214,376,000",The First National Bank of Groton
3018,3018,"$214,227,000",Petit Jean State Bank
3019,3019,"$214,121,000",Friendly Hills Bank
3020,3020,"$214,059,000",State Bank of Newburg
3021,3021,"$213,771,000",American Bank & Trust Company
3022,3022,"$213,736,000",CornerstoneBank
3023,3023,"$213,606,000",Merchants State Bank
3024,3024,"$213,591,000",The Commercial Bank of Grayson
3025,3025,"$213,355,000",Ultima Bank Minnesota
3026,3026,"$213,097,000",Town & Country Bank Midwest
3027,3027,"$212,944,000",bankcda
3028,3028,"$212,781,000",Capitol National Bank
3029,3029,"$212,677,000","Commercial State Bank, of Wagner"
3030,3030,"$212,594,000",The Roscoe State Bank
3031,3031,"$212,555,000",SouthernTrust Bank
3032,3032,"$212,144,000","Community Development Bank, FSB"
3033,3033,"$211,847,000",Fairfax State Savings Bank
3034,3034,"$211,841,000",Marion State Bank
3035,3035,"$211,589,000",Adams County Bank
3036,3036,"$211,518,000",22nd State Bank
3037,3037,"$211,484,000",First National Bank of Hereford
3038,3038,"$211,398,000",Wells River Savings Bank
3039,3039,"$211,354,000",Merchants Bank
3040,3040,"$210,964,000",County Bank
3041,3041,"$210,952,000",Exchange Bank of Northeast Missouri
3042,3042,"$210,889,000",Hibernia Bank
3043,3043,"$210,720,000",State Bank Northwest
3044,3044,"$210,515,000",State Bank of Arcadia
3045,3045,"$210,414,000",Alliance Bank
3046,3046,"$210,092,000",Bankers' Bank of Kansas
3047,3047,"$209,842,000",Titonka Savings Bank
3048,3048,"$209,692,000",Huron Valley State Bank
3049,3049,"$209,465,000",PennCrest Bank
3050,3050,"$209,448,000",Exchange State Bank
3051,3051,"$209,445,000",First Federal Bank
3052,3052,"$209,103,000",Interstate Bank
3053,3053,"$208,754,000",Redstone Bank
3054,3054,"$208,664,000",Fowler State Bank
3055,3055,"$208,622,000",Patriot Community Bank
3056,3056,"$208,515,000",First Missouri Bank of SEMO
3057,3057,"$208,430,000",Heritage Bank & Trust
3058,3058,"$208,137,000",Crossroads Bank
3059,3059,"$207,779,000",The Citizens National Bank of Hillsboro
3060,3060,"$207,762,000",First Missouri State Bank
3061,3061,"$207,653,000",Farmers and Merchants Bank
3062,3062,"$207,543,000",Farmers & Merchants State Bank
3063,3063,"$207,293,000",Bank of Farmington
3064,3064,"$207,009,000",SEI Private Trust Company
3065,3065,"$206,992,000",Triad Bank
3066,3066,"$206,652,000",Wayne Bank and Trust Co.
3067,3067,"$206,548,000",Ohana Pacific Bank
3068,3068,"$206,218,000",The Farmers Bank
3069,3069,"$206,211,000",Hendricks County Bank and Trust Company
3070,3070,"$206,091,000",Watermark Bank
3071,3071,"$205,947,000",Nantahala Bank & Trust Company
3072,3072,"$205,879,000",First Federal Savings and Loan Association
3073,3072,"$205,879,000",The Solomon State Bank
3074,3074,"$205,787,000",Quoin Financial Bank
3075,3075,"$205,489,000",Jackson County Bank
3076,3076,"$205,402,000",Gulfside Bank
3077,3077,"$205,378,000",The First National Bank of Anderson
3078,3078,"$205,364,000",First Bank Hampton
3079,3079,"$205,306,000",Cayuga Lake National Bank
3080,3080,"$205,280,000",Homeland Community Bank
3081,3081,"$205,207,000",Charter Bank
3082,3082,"$205,131,000",Nevada Bank and Trust Company
3083,3083,"$205,015,000",The Payne County Bank
3084,3084,"$204,977,000",Pathway Bank
3085,3085,"$204,871,000",Farmers State Bank
3086,3086,"$204,803,000",Bank of the Southwest
3087,3087,"$204,756,000",Central Bank and Trust
3088,3088,"$204,530,000",Sundown State Bank
3089,3089,"$204,447,000",Valley Bank of Commerce
3090,3090,"$204,340,000",FBT Bank & Mortgage
3091,3091,"$204,119,000",Farmers and Drovers Bank
3092,3092,"$203,982,000",The Bankers Bank
3093,3093,"$203,935,000","Nationwide Trust Company, FSB"
3094,3094,"$203,869,000",First Enterprise Bank
3095,3095,"$203,820,000",Warren-Boynton State Bank
3096,3096,"$203,425,000",United Bank and Trust Company
3097,3097,"$203,364,000",BankFlorida
3098,3098,"$203,351,000",Alliance Bank & Trust Company
3099,3099,"$203,231,000",Community Bank of Marshall
3100,3100,"$203,224,000",Gateway Commercial Bank
3101,3101,"$203,180,000",Home Bank of California
3102,3102,"$203,135,000",Scott State Bank
3103,3103,"$203,117,000",The Commercial Bank
3104,3104,"$203,072,000",BankSouth
3105,3105,"$203,033,000",Franklin State Bank & Trust Company
3106,3106,"$202,967,000",First National Bank & Trust Company
3107,3107,"$202,855,000",Caldwell Bank & Trust Company
3108,3108,"$202,823,000",Sherburne State Bank
3109,3109,"$202,270,000",Union Bank and Trust Company
3110,3110,"$202,013,000",Bank Northwest
3111,3111,"$201,985,000",Charis Bank
3112,3112,"$201,968,000",Applied Bank
3113,3113,"$201,940,000",Sumner Bank & Trust
3114,3114,"$201,898,000",Clarion County Community Bank
3115,3115,"$201,891,000",Freedom Bank
3116,3116,"$201,554,000",Hillsboro Bank
3117,3117,"$201,375,000",Bank of Wolcott
3118,3118,"$201,135,000",Citizens Progressive Bank
3119,3119,"$201,052,000",Bank of Crockett
3120,3120,"$200,807,000",First Bank and Trust Company of Illinois
3121,3121,"$200,756,000",The Citizens Bank
3122,3122,"$200,755,000",Native American Bank
3123,3123,"$200,695,000",ProGrowth Bank
3124,3124,"$200,451,000","Freedom Bank, Inc."
3125,3125,"$200,385,000",Bank of the Federated States of Micronesia
3126,3126,"$200,259,000","Incommons Bank, N.A."
3127,3127,"$200,185,000",Home State Bank
3128,3128,"$200,023,000",Reliance Bank
3129,3129,"$199,899,000",Lake Central Bank
3130,3130,"$199,787,000",National Bank of New York City
3131,3131,"$199,725,000",Eagle Bank
3132,3132,"$199,516,000",Denver Savings Bank
3133,3133,"$198,984,000",The First National Bank and Trust Company of Miami
3134,3134,"$198,941,000",Texas Heritage Bank
3135,3135,"$198,811,000",Signature Bank of Georgia
3136,3136,"$198,635,000",Metropolitan Bank
3137,3137,"$198,336,000",Bank of The Rockies
3138,3138,"$198,276,000",River City Bank
3139,3139,"$198,036,000",HNB First Bank
3140,3140,"$198,023,000",Central Federal Savings and Loan Association
3141,3141,"$197,963,000",First State Bank
3142,3142,"$197,922,000",South Georgia Bank
3143,3143,"$197,883,000","Providence Bank of Texas, ssb"
3144,3144,"$197,827,000",First State Bank of Purdy
3145,3145,"$197,765,000",First National Bank Northwest Florida
3146,3146,"$197,673,000",Bank of Commerce
3147,3147,"$197,645,000",Oxford University Bank
3148,3148,"$197,498,000",Bank of Weston
3149,3149,"$197,239,000",Chelsea Savings Bank
3150,3150,"$197,123,000",Foxboro Federal Savings
3151,3151,"$197,106,000",Iron Workers Savings Bank
3152,3152,"$197,100,000",Bank of St. Francisville
3153,3153,"$196,616,000",Alliant Bank
3154,3154,"$196,566,000",Union Savings and Loan Association
3155,3155,"$196,458,000",Bank of Feather River
3156,3156,"$196,323,000",OPTUS Bank
3157,3157,"$195,760,000",Wyoming Community Bank
3158,3158,"$195,753,000",Commonwealth Co-operative Bank
3159,3159,"$195,747,000",First Community Bank of East Tennessee
